text,intent,source,group,n_tokens
Roll number A056 here. Can I apply online for a medium of instruction certificate or do I have to visit the office?,certificates,template,certificates::Can I apply online for a {cert} or do I have to visit the office?,22
what is the highest earning game on atari,out_of_scope,clinc150,clinc::what is the highest earning game on atari,8
I am a faculty member in civil. How do I re-register after a semester break?,academic_registration,template,academic_registration::How do I re-register after a semester break?,15
"Help, my identity card is misplaced.",id_cards,template,"id_cards::Help, my {card} is {problem}.",6
"Excsue me, can I take the summer course from anothher dept? I am in second year.",academic_registration,augmented,academic_registration::Can I take the {course} from another department?,16
When will my consolidated marksheet be dispatched to IELTS? Any help is appreciated.,transcripts,template,transcripts::When will my {doc} be dispatched to {dest}?,13
"Hello, how much does a mark statement cost?",transcripts,template,transcripts::How much does a {doc} cost?,8
"Sir, my photo on the ID card is wrong.",id_cards,template,id_cards::My photo on the {card} is wrong.,9
"As a second year student, what is the process to enroll in the honours program?",academic_registration,template,academic_registration::What is the process to enroll in the {course}?,15
"Hey, what documents are needed to get attendance condoned for a family emergency?",attendance,template,attendance::What documents are needed to get attendance condoned for {reason}?,13
Are calculators allowed in the practical exam? My roll number is K056.,examinations,template,examinations::Are calculators allowed in the {exam}?,12
what are some of picasso's most famous works,out_of_scope,clinc150,clinc::what are some of picasso's most famous works,8
I am a faculty member in chemical. Can the university send my consolidated marksheet directly to WES?,transcripts,template,transcripts::Can the university send my {doc} directly to {dest}?,17
I want a refund of my semester fee.,fees,template,fees::I want a refund of my {fee}.,8
How long does it take to get a new student ID card?,id_cards,template,id_cards::How long does it take to get a new {card}?,12
The resuult shows me absent for machine learnig even though I appeared. My roll number is A055.,examinations,augmented,examinations::The result shows me absent for {subject} even though I appeared.,17
"Hello, what is the maximum number of credits I can register for in the spring semester?",academic_registration,template,academic_registration::What is the maximum number of credits I can register for in {term}?,16
"Hi, help, my library card is damaged.",id_cards,template,"id_cards::Help, my {card} is {problem}.",7
what team does eli mannign play for,out_of_scope,clinc150,clinc::what team does eli mannign play for,7
Quick question: what is the process to enroll in the minor program?,academic_registration,template,academic_registration::What is the process to enroll in the {course}?,12
When will the DBMS marks be published? Thanks.,examinations,template,examinations::When will the {subject} marks be published?,8
Is a shared room available this semester?,hostel,template,hostel::Is a {room} available this semester?,7
I am a faculty member in IT. How do I rpeort a mistake in my attendance record for mathematics?,attendance,augmented,attendance::How do I report a mistake in my attendance record for {subject}?,19
How do I apply for attendance condonation due to a family emergency?,attendance,template,attendance::How do I apply for attendance condonation due to {reason}?,12
I'm in semester 8 of electrical. My registration for the spring semester is stuck at pending approval from the faculty advisor. It is urgent.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,24
Urgent: how can I get a hostel no dues certificate before vacating?,hostel,template,hostel::How can I get a hostel no dues certificate before vacating?,12
"Hello, where can I collect my passing certificate?",certificates,template,certificates::Where can I collect my {cert}?,8
"Hi, I am from electrical. Is it possible to update the photo on my student ID card?",id_cards,template,id_cards::Is it possible to update the photo on my {card}?,17
"Hi, I am from civil. Which form do I fill for a new ID card? I am in semester 5.",id_cards,template,id_cards::Which form do I fill for a new {card}?,20
"Hello, please tell me the procedure for the improvement exam in machine learning.",examinations,template,examinations::Please tell me the procedure for the {exam} in {subject}.,13
Roll number J054 here. wat docs are required for a provisional degree certificate,certificates,augmented,certificates::What documents are required for a {cert}?,13
How can I get my duplicate marksheet? Kindly guide me.,transcripts,template,transcripts::How can I get my {doc}?,10
Can I apply online for a medium of instruction certificate or do I have to visit the office?,certificates,template,certificates::Can I apply online for a {cert} or do I have to visit the office?,18
Quick question: do you provide attested copies of the study certificate?,certificates,template,certificates::Do you provide attested copies of the {cert}?,11
"Sir, who is the coordinator for the post-matric scholarship? Please help.",scholarships,template,scholarships::Who is the coordinator for the {sch}?,11
How do I register for the elective in the spring semester?,academic_registration,template,academic_registration::How do I register for the {course} in {term}?,11
